原始图片,省,市,经度,纬度
103518_55827.jpg,云南省,曲靖市,104.32114,25.752264
103323_56173.jpg,云南省,曲靖市,103.786835,24.892036
103331_56142.jpg,云南省,曲靖市,103.80778,24.970306
103327_56136.jpg,云南省,曲靖市,103.79857,24.985043
103534_55752.jpg,云南省,曲靖市,104.36711,25.937038
103542_55822.jpg,云南省,曲靖市,104.38888,25.764479
103625_55663.jpg,云南省,曲靖市,104.61712,26.155699
103518_55819.jpg,云南省,曲靖市,104.32124,25.770462
103331_56189.jpg,云南省,曲靖市,103.80798,24.85193
103522_55822.jpg,云南省,曲靖市,104.33275,25.764977
103334_56154.jpg,云南省,曲靖市,103.81666,24.939959
103369_56063.jpg,云南省,曲靖市,103.9117,25.166656
103616_55432.jpg,云南省,曲靖市,104.59047,26.724632
103385_56042.jpg,云南省,曲靖市,103.95567,25.21925
103643_55697.jpg,云南省,曲靖市,104.66472,26.073427
103363_55353.jpg,云南省,曲靖市,103.89488,26.918713
103521_55803.jpg,云南省,曲靖市,104.32988,25.810776
103643_55695.jpg,云南省,曲靖市,104.66522,26.078485
103368_56062.jpg,云南省,曲靖市,103.91058,25.168814
103359_56077.jpg,云南省,曲靖市,103.88505,25.131771
103630_55633.jpg,云南省,曲靖市,104.630844,26.230701
103562_55894.jpg,云南省,曲靖市,104.44305,25.58624
103343_56100.jpg,云南省,曲靖市,103.84234,25.074121
103335_56185.jpg,云南省,曲靖市,103.81956,24.863346
103632_55906.jpg,云南省,曲靖市,104.636215,25.556221
103395_55919.jpg,云南省,曲靖市,103.98511,25.524853
103624_55665.jpg,云南省,曲靖市,104.61199,26.15226
103335_56092.jpg,云南省,曲靖市,103.81841,25.094711
103358_56176.jpg,云南省,曲靖市,103.882576,24.885864
103327_56168.jpg,云南省,曲靖市,103.797195,24.904251
103324_56161.jpg,云南省,曲靖市,103.789116,24.922527
103633_55657.jpg,云南省,曲靖市,104.63723,26.17178
103370_55953.jpg,云南省,曲靖市,103.91515,25.439278
103376_56047.jpg,云南省,曲靖市,103.932274,25.20705
103518_55829.jpg,云南省,曲靖市,104.32179,25.746347
102656_55812.jpg,云南省,楚雄市,101.953575,25.788378
102634_55615.jpg,云南省,楚雄市,101.89393,26.276098
102412_55887.jpg,云南省,楚雄市,101.283615,25.603039
102593_55949.jpg,云南省,楚雄市,101.78219,25.448832
102466_55890.jpg,云南省,楚雄市,101.43176,25.596197
102448_55884.jpg,云南省,楚雄市,101.38216,25.610666
102661_55575.jpg,云南省,楚雄市,101.96854,26.372335
102637_55981.jpg,云南省,楚雄市,101.90143,25.369772
102562_55912.jpg,云南省,楚雄市,101.69619,25.540369
102610_55959.jpg,云南省,楚雄市,101.8294,25.42436
102406_55887.jpg,云南省,楚雄市,101.26895,25.602919
102412_55895.jpg,云南省,楚雄市,101.28385,25.584213
102648_55525.jpg,云南省,楚雄市,101.93243,26.497438
102417_55899.jpg,云南省,楚雄市,101.29812,25.574198
102469_56017.jpg,云南省,楚雄市,101.441055,25.28142
102479_55882.jpg,云南省,楚雄市,101.46862,25.615751
102487_56042.jpg,云南省,楚雄市,101.49049,25.217598
102663_55533.jpg,云南省,楚雄市,101.97339,26.477053
102575_55626.jpg,云南省,楚雄市,101.73191,26.247978
102633_55615.jpg,云南省,楚雄市,101.8904,26.275486
102681_55516.jpg,云南省,楚雄市,102.024185,26.518093
102669_55840.jpg,云南省,楚雄市,101.9913,25.719995
102569_55936.jpg,云南省,楚雄市,101.716255,25.4822
102444_55878.jpg,云南省,楚雄市,101.37332,25.62516
102503_56054.jpg,云南省,楚雄市,101.53434,25.189247
102562_55968.jpg,云南省,楚雄市,101.69543,25.40172
102421_55879.jpg,云南省,楚雄市,101.30973,25.623077
102426_55885.jpg,云南省,楚雄市,101.32271,25.607067
102458_56007.jpg,云南省,楚雄市,101.41151,25.30488
102669_55537.jpg,云南省,楚雄市,101.99115,26.466787
102512_56057.jpg,云南省,楚雄市,101.55979,25.182308
102482_56041.jpg,云南省,楚雄市,101.47741,25.220655
102619_55627.jpg,云南省,楚雄市,101.85236,26.245533
102629_55622.jpg,云南省,楚雄市,101.87983,26.257374
102414_55896.jpg,云南省,楚雄市,101.29079,25.580088
102474_55840.jpg,云南省,楚雄市,101.45394,25.719957
102471_55836.jpg,云南省,楚雄市,101.44521,25.72943
102421_55899.jpg,云南省,楚雄市,101.30916,25.574375
102490_55883.jpg,云南省,楚雄市,101.49866,25.613111
102428_55887.jpg,云南省,楚雄市,101.327385,25.602858
102620_55610.jpg,云南省,楚雄市,101.85435,26.287313
102670_55852.jpg,云南省,楚雄市,101.99371,25.69024
102463_56016.jpg,云南省,楚雄市,101.4254,25.28397
102432_55891.jpg,云南省,楚雄市,101.339516,25.592169
102404_55886.jpg,云南省,楚雄市,101.263084,25.604675
102468_56016.jpg,云南省,楚雄市,101.43716,25.282911
102653_55799.jpg,云南省,楚雄市,101.94663,25.820208
102570_55990.jpg,云南省,楚雄市,101.71719,25.346958
102551_55922.jpg,云南省,楚雄市,101.66696,25.517462
102608_55611.jpg,云南省,楚雄市,101.82184,26.284199
102601_55635.jpg,云南省,楚雄市,101.802986,26.225206
102410_55892.jpg,云南省,楚雄市,101.27881,25.59028
102422_55883.jpg,云南省,楚雄市,101.3105,25.613995
102653_55800.jpg,云南省,楚雄市,101.9471,25.818703
102434_55809.jpg,云南省,楚雄市,101.34383,25.795826
102616_55608.jpg,云南省,楚雄市,101.84381,26.293076
102669_55846.jpg,云南省,楚雄市,101.98912,25.704105
102429_55890.jpg,云南省,楚雄市,101.33154,25.594526
102429_55891.jpg,云南省,楚雄市,101.33223,25.592709
102563_55629.jpg,云南省,楚雄市,101.69917,26.24042
102415_55894.jpg,云南省,楚雄市,101.29365,25.586308
102606_55613.jpg,云南省,楚雄市,101.816246,26.27972
102479_55835.jpg,云南省,楚雄市,101.46734,25.732023
102480_55883.jpg,云南省,楚雄市,101.470566,25.613283
102563_55932.jpg,云南省,楚雄市,101.69793,25.492308
102629_55608.jpg,云南省,楚雄市,101.87921,26.29241
102621_55646.jpg,云南省,楚雄市,101.85848,26.19929
102609_55610.jpg,云南省,楚雄市,101.82637,26.286917
102564_55916.jpg,云南省,楚雄市,101.70189,25.53167
102633_55611.jpg,云南省,楚雄市,101.89191,26.28535
102440_55814.jpg,云南省,楚雄市,101.36125,25.78441
102618_55647.jpg,云南省,楚雄市,101.85105,26.197094
102579_55627.jpg,云南省,楚雄市,101.74253,26.246012
